2544,-120,17256,-527,-122,-607
2280,108,17508,-479,-120,-566
2272,212,17564,-507,-340,-312
2280,48,17672,-693,-552,-246
2436,-68,17776,-946,-578,-324
2532,-328,18024,-998,-512,-170
2492,-520,18560,-788,-71,-33
2584,-616,18640,-401,176,-45
2408,-336,18792,-286,193,-240
2196,-556,18776,-384,203,-235
2188,-660,18900,-498,-163,-189
2020,-520,18792,-654,-471,-285
1700,-292,19204,-637,-554,-260
1544,-460,19200,-443,-639,-21
1684,-360,18908,-221,-625,119
1896,-400,18920,-161,-757,103
1952,-88,18772,-117,-996,65
2056,12,18344,-261,-965,110
2552,-108,18012,-283,-956,182
2972,68,17748,-307,-715,331
3116,-112,17760,-261,-418,318
3376,-384,18040,-191,-80,293
3548,-540,18004,-34,168,227
3436,-484,17980,21,88,71
3444,-460,17684,-103,-24,13
3500,-496,17236,-393,-268,102
3776,-404,17500,-793,-325,191
3720,-748,17512,-784,-228,219
3988,-716,18136,-524,-7,123
3684,-728,17944,-313,331,-131
3548,-848,18068,-69,699,-109
3488,-832,17740,36,746,-133
3476,-900,17820,-115,578,-207
3316,-984,17840,-396,397,-395
3236,-856,17892,-584,-30,-393
3292,-800,18232,-542,-64,-313
3660,-760,18252,-353,32,-348
4020,-888,18008,-253,113,-582
4088,-560,17724,-326,-98,-996
3400,-336,17496,-526,217,-1038
3232,-332,17964,-370,419,-711
3504,-324,18288,-200,470,-679
3628,-380,18164,-217,337,-848
3664,-260,18008,-309,258,-1050
3748,-216,17744,-298,446,-1155
4052,-432,17468,-255,846,-1077
4080,-472,17928,-311,816,-1176
3800,-824,18364,-256,973,-1292
3668,-764,18596,-179,724,-1454
2968,-584,18776,-109,354,-1647
2832,-468,18424,-71,180,-1657
2928,-108,17912,-138,-284,-1753
2760,-168,17496,-323,-241,-1714
2668,-204,17820,-221,9,-1432
2856,-64,17748,-72,263,-1498
2640,-96,17568,-71,178,-1780
2264,0,17636,-150,127,-1736
1876,180,17736,-230,264,-1541
1984,-52,17684,-252,477,-1524
1976,-304,17712,-205,247,-1386
2200,-420,17420,-202,197,-1257
2048,-364,17412,-332,-156,-1271
2020,-256,17772,-534,-215,-1101
2336,-396,17708,-665,-403,-972
2388,-236,17796,-807,-416,-1026
2304,-584,17892,-1100,-784,-836
2380,-772,17816,-850,71,-455
2180,-516,18216,-279,-388,-576
2276,-584,18892,-137,173,-838
2228,-492,18636,65,186,-824
1736,568,18072,-164,-22,-1310
964,772,18964,-273,-568,-1408
1364,352,18824,129,-226,-822
2324,168,17980,373,-164,-417
2800,328,17708,19,-528,-612
3172,-340,17896,-246,-645,-741
3392,108,17856,-522,-944,-1153
3304,-172,18252,-629,-1000,-1393
3484,-444,18392,-236,-312,-1161
3904,-292,17944,148,-230,-1245
3568,-16,17724,62,-65,-1661
3504,-568,17844,-148,-122,-1696
3124,-316,17608,-347,-58,-1284
3836,-824,19908,16,-327,-1325
4180,-436,17616,270,566,-1521
4584,-372,18368,502,-514,-2071
3656,504,17652,509,168,-2540
2912,320,17088,301,622,-2295
3128,80,17472,231,451,-1875
3296,512,17028,85,340,-2025
2784,676,17040,-281,-151,-2334
2444,452,17368,-365,-8,-1784
2652,892,17372,-664,-141,-1684
3200,376,17128,-952,184,-1934
2736,672,17196,-1071,321,-2115
2748,220,17600,-963,38,-2087
2504,-24,17968,-560,427,-1890
2524,140,17828,-689,478,-1997
2192,156,17620,-1330,122,-2312
1912,152,17960,-1634,-306,-2177
1784,-40,17984,-1552,-836,-1956
1880,-12,18488,-954,-1161,-1993
2284,-112,17860,-703,-1317,-1782
2968,-260,16960,-1217,-684,-1628
2412,92,16848,-2153,-1340,-1993
2012,-204,17956,-2213,-394,-1787
2564,-544,18588,-1444,-443,-1640
2328,-308,18220,-895,-190,-1725
2312,-464,17708,-720,-298,-1626
2040,132,17752,-1184,-488,-1547
2396,-232,18288,-1318,-459,-1687
1944,-272,17908,-1107,-737,-1513
2908,-624,18148,-1040,-476,-1396
2980,-1192,17896,-1006,-737,-1520
2864,-896,17480,-1549,-582,-1707
2756,-1200,17912,-2023,-715,-1754
2348,-1372,17780,-1972,-1027,-1624
2208,-1524,19040,-1964,-2347,-1466
1564,-384,18784,-1897,-1991,-1332
1628,-524,19252,-1658,-2101,-1387
1984,-844,19168,-1330,-1729,-989
2940,-760,18268,-1159,-2013,-1082
2320,-252,18004,-1289,-1139,-1372
2132,-288,17624,-1270,-1068,-1448
1748,-468,17712,-1331,-1756,-1175
2096,-284,17656,-1518,-1134,-799
2320,-240,18004,-1607,-1152,-906
2436,-856,18488,-1272,-500,-1057
2584,-768,18284,-832,398,-1198
1968,-600,18028,-631,236,-1409
1968,-912,17880,-703,665,-1260
1912,-980,17736,-869,794,-1103
1972,-1076,17848,-1010,715,-1058
1724,-996,18652,-946,236,-1004
1940,-1004,18696,-1078,-49,-1048
1992,-1044,18548,-1128,-157,-1118
1884,-808,18396,-1011,-361,-1065
2012,-708,18144,-682,251,-942
2168,-760,18052,-313,509,-879
2000,-664,18084,-291,483,-1022
1764,-760,18108,-452,194,-876
1708,-644,18064,-619,59,-626
2032,-876,18252,-554,132,-391
2352,-1020,17940,-403,13,-457
2468,-896,17520,-575,-304,-661
2484,-808,17396,-838,-313,-628
2456,-712,17772,-988,-272,-603
2592,-844,18252,-831,-223,-597
2320,-708,18016,-541,-302,-561
2116,-672,17860,-481,-357,-424
1824,-1036,17968,-526,-897,-211
1688,-1136,18072,-617,-1677,278
2312,-952,18520,-829,-1480,196
2256,-1176,18480,-791,-1496,89
2824,-756,18516,-748,-1741,87
2824,-816,17800,-669,-1456,-168
2728,-536,17932,-769,-1304,-205
3024,-1012,17752,-713,-817,-101
3100,-832,17576,-636,-592,-188
3000,-968,17576,-736,-279,-321
2700,-864,17732,-744,8,-360
2680,-976,18032,-777,-161,-492
2680,-808,18204,-862,-431,-534
2460,-432,17788,-754,-381,-457
2584,-176,17408,-532,-21,-209
3268,-568,17096,-507,211,-166
3104,-816,17416,-636,419,-350
2760,-1016,17960,-688,319,-462
2704,-1164,18436,-511,413,-424
2516,-1008,18012,-595,296,-720
2384,-1232,17960,-697,146,-708
2244,-1028,18040,-817,-285,-673
2264,-664,17752,-880,-279,-690
2096,-524,17648,-894,-369,-658
2124,-476,17740,-802,-147,-464
2228,-516,17888,-534,96,-161
2488,-548,17884,-422,354,-51
2612,-628,17832,-468,243,-98
2560,-648,17968,-759,-98,-138
2848,-800,18192,-1123,-104,-196
2996,-1156,18676,-1248,-313,-332
2940,-1488,19200,-910,-310,-263
2892,-1536,19240,-507,-217,-236
2908,-1844,19596,-69,-87,-127
3200,-1828,19252,281,-189,-177
3260,-1404,18816,335,-402,-373
3032,-724,18284,205,-831,-606
2988,-376,17972,-56,-609,-478
2944,-324,17652,-319,-508,-328
3132,-472,17836,-331,-295,-202
3000,-472,18224,-165,-21,-18
3212,-564,18228,-24,-1,-10
3340,-884,18168,-102,-37,-132
3092,-916,18580,-376,-182,-322
2600,-928,19472,-414,-511,-266
2288,-796,20176,-321,-716,-118
2108,-812,21088,-119,-662,-74
1972,-796,21380,269,-1004,24
2268,-1208,21380,401,-1312,205
2792,-1300,21248,371,-2157,210
3164,-960,21176,98,-2790,-92
3224,-1296,21536,143,-2632,-209
3348,-1140,21308,876,-2101,123
3768,-1340,21880,1755,-1742,314
4264,-1572,21220,2183,-1357,-79
4060,-956,21136,2469,-1017,-406
2832,-68,20460,2595,-587,-611
3720,-1276,20344,2532,-1009,-408
2660,292,19736,2326,-742,-387
3264,-656,20152,2716,-565,-56
2992,764,19264,3079,-133,3
2940,-120,19396,3285,-308,114
3668,0,18808,3547,581,382
4132,-200,18228,3388,788,283
3704,-60,17756,3058,396,-6
3424,-124,18060,2938,315,135
3656,-736,18200,3104,447,394
3664,-848,18320,2938,-257,206
2924,28,18148,2723,-382,-8
3364,-264,17344,2919,-261,173
3096,296,16576,2902,-353,168
3104,596,16504,2641,-301,164
2700,844,16232,2323,164,335
2656,1376,16276,1902,656,423
2248,1484,16752,1799,878,554
2024,1640,16800,1705,1653,1008
2416,1280,16620,1412,1759,1270
2692,972,17020,1305,1851,1279
2984,488,17208,1362,1982,1242
3328,-44,17264,1561,1441,1132
3272,496,17352,1690,1400,770
3588,836,17596,1859,1438,360
3232,612,16956,2009,1425,35
3184,1316,16320,1804,1068,-108
2660,1752,16176,1351,1482,26
2916,1468,16504,1616,382,275
2980,1944,16036,1368,691,412
2932,2012,16816,1199,543,351
2860,1584,17076,1115,655,440
3296,1352,17248,920,1010,257
2844,1228,17432,882,833,238
3424,584,17888,1421,742,442
3900,1028,17720,1674,242,-63
2960,1504,17360,1195,69,-561
2824,1376,18268,1073,-112,-356
2772,1140,17548,1376,-1,-151
2600,1336,17912,1766,-194,29
2512,1728,17132,1698,-431,111
2532,1796,17540,1416,-1071,322
2704,2320,17588,787,-1771,113
2588,2008,18416,435,-2420,-8
2880,1792,18384,518,-2508,-41
3072,1808,18196,789,-2090,-90
3008,2032,18332,862,-2077,-231
2620,1888,18268,684,-2051,-524
2312,1736,18632,744,-2278,-534
2252,1988,18548,922,-2579,-500
1944,2564,18376,1054,-2523,-446
2856,2488,17796,1123,-2258,-91
3000,2084,17396,1246,-1951,179
3980,2044,17580,1326,-1104,241
4564,1792,18432,1200,-1007,-366
4080,2108,15988,669,677,-890
4072,1692,16952,1332,332,-754
4120,1920,17088,1890,415,-785
4012,2036,16448,2157,816,-808
4324,1848,16128,2456,488,-682
4336,2388,15784,1972,1061,-881
3876,1976,16436,1856,1648,-614
3868,1908,16832,2013,1926,-412
3620,1848,16628,1747,1559,-406
4372,1444,16956,1321,1429,-529
4380,1512,16540,669,713,-1095
4748,1756,16524,219,437,-1503
4108,1324,17084,216,980,-1703
3720,1576,18452,733,796,-1592
3528,1804,17176,734,1619,-1777
3420,1524,18112,1361,519,-1915
2336,2696,17372,1355,1043,-1735
2456,2296,16508,1184,741,-1446
2412,2828,16512,908,-15,-1261
2264,3080,16336,556,-307,-1267
1360,3184,17012,409,-237,-974
1508,3008,17560,812,-318,-425
2260,3028,17732,1168,-345,-359
2620,2896,16812,987,-600,-1014
1676,3364,16292,540,-485,-1406
1500,3308,16104,309,-597,-988
2068,3200,16076,260,-605,-446
2588,2932,16028,32,-632,-381
2820,2764,16076,-183,-790,-515
2148,3144,16440,-491,-867,-566
1740,3108,17160,-338,-624,-174
1944,3188,17160,143,-386,59
2016,3040,16840,201,-258,-3
2000,2908,16672,-63,-596,21
1968,3144,17096,-464,-648,19
1624,3356,17560,-658,-529,-111
2024,2824,17584,-556,-465,-10
1912,2760,17676,-431,-641,-77
1860,2840,17912,-406,-242,-132
1928,3116,17536,-155,-70,-137
2040,3368,16904,-281,-71,-130
1748,3592,16640,-1160,657,-183
1748,2924,17256,-835,574,458
2492,3404,16844,-264,760,558
1844,3528,16784,-389,1256,290
1676,2932,17324,-599,1616,563
1828,2732,16560,-1540,2095,306
1312,2848,17532,-1450,512,-43
596,3436,17364,-1558,510,211
1164,3240,16480,-2477,2,438
780,2816,16156,-3815,-1664,356
1472,2436,16240,-4414,-2262,1052
2120,2912,15480,-6236,-1805,1151
872,2596,15164,-7785,-1632,1715
652,2056,17360,-8748,-1278,2684
688,996,19960,-8160,-1390,3507
1164,1288,21452,-6381,-1806,3738
1400,1644,21988,-4665,-1629,3259
1836,2184,20504,-3306,-704,2556
1640,2276,19668,-1844,1000,2130
2256,1948,18200,-764,2095,2109
2212,1176,17520,-575,2851,2056
2548,716,17972,-315,2803,2246
2736,796,17928,-165,2541,2007
2132,1596,18524,181,1910,1629
992,2048,18760,328,2229,1891
872,2040,18072,691,2885,2530
1656,2200,17900,1166,3000,2786
1140,3048,17180,888,3065,2319
-12,3244,16872,65,3741,2475
-88,2760,17668,255,3038,3149
604,2708,17340,71,3504,3394
1060,1684,16672,-381,3414,3233
580,2108,17076,-300,2950,3075
472,1708,17520,-320,2750,3263
404,1724,18156,-748,2429,3175
-232,1412,18308,-907,1303,3374
-56,1656,19084,-687,916,3670
620,1500,18884,-186,785,3664
608,1948,18080,-61,729,3479
100,2184,17924,-426,1033,3720
92,1744,17484,-503,702,4089
468,1492,18252,-621,507,4618
1180,1084,18456,-427,117,4885
1936,864,18184,-104,-360,4736
2228,1148,17596,-25,-607,4475
2444,1288,16984,-145,-548,4409
2904,1144,17324,-205,-231,4428
3208,976,17360,-246,37,4329
3848,928,17364,-344,299,3932
3800,984,17384,-791,726,3176
2152,1636,18292,-688,890,2883
1900,1472,18664,241,1823,3464
2576,1548,18068,739,1967,3696
2456,2216,17488,254,1752,3295
1940,2060,18132,-94,1300,3406
2628,1908,17660,-122,732,3503
3872,964,17064,-604,437,3239
4288,1180,16460,-1589,52,2603
3868,456,17808,-2025,-200,2209
3752,332,18616,-1507,-92,2085
3368,524,18884,-1211,-574,1936
2768,748,19316,-1056,-144,1898
3448,580,19268,-461,-1060,1858
3468,1208,18472,-462,-738,1369
2804,1812,17996,-459,-212,1207
2740,1740,18076,-23,205,1547
3012,1656,17528,-44,29,1582
2932,1244,18112,-532,-169,1543
3620,916,18120,-498,-838,1640
4248,852,17508,-534,-886,1205
3232,1624,17528,-240,-1025,1068
3152,1692,17364,103,-549,1428
3264,1896,16844,-9,-24,1553
3504,1656,17200,-113,62,1630
3532,1780,17176,-15,24,1610
2892,2100,17612,-95,-86,1526
2844,1768,17580,-25,-221,1817
3016,1860,17804,-230,-108,1755
2412,1588,18092,-299,-264,1698
2496,1652,18216,-196,-612,1822
2988,1416,17992,-320,-953,1846
3324,1684,17876,-443,-1020,1597
3388,1200,17720,-413,-915,1420
3568,1896,17184,-145,-480,1376
3236,2132,17464,-232,-49,1338
3056,1708,18032,-170,120,1515
3348,1540,18492,-220,133,1524
3440,1008,18728,-252,-257,1411
3900,940,18548,-282,-620,1144
3664,520,18500,-359,-572,1058
4188,24,18996,-6,-695,1239
5168,-116,18848,186,-690,715
4856,-56,19084,218,-936,-120
4384,256,18916,457,-857,-399
4132,552,18376,736,-958,-756
3832,1016,18540,955,-689,-713
3436,1188,18260,946,-1288,-747
3240,1416,18024,745,-1469,-716
2932,1740,17824,538,-1551,-674
3892,1492,17872,592,-1792,-794
4100,2084,16188,-218,-1893,-1660
3124,2592,16648,-445,-1760,-1616
2744,2896,16272,-313,-1299,-1317
2728,3004,15732,-170,-447,-921
2324,2688,16360,-196,222,-483
2452,2204,17156,-334,112,-193
2696,1916,17288,-482,-171,-399
2764,1708,16948,-376,-293,-578
3316,1880,16064,-388,-469,-835
3388,1440,15776,-815,-362,-1467
2892,1728,15448,-1302,18,-1592
2460,1604,16084,-1276,652,-1097
3116,1172,16188,-824,1371,-570
3604,1280,15968,-823,1614,-793
2664,1116,16552,-828,1537,-844
2408,1188,16460,-783,1051,-618
2572,1192,16648,-1121,396,-598
2892,1076,16720,-1390,201,-584
3352,960,16664,-1270,-87,-976
3424,872,16472,-1592,63,-1532
2700,1312,16144,-1851,224,-1682
2436,1248,16268,-1609,619,-1406
2568,1360,16176,-1362,839,-1181
2284,1476,16252,-1476,1206,-1127
2592,1236,16268,-1549,1196,-1021
2456,1136,16968,-1557,993,-1061
1920,1752,16992,-1771,1076,-1178
1276,1904,17508,-1757,969,-982
1828,1944,17492,-1931,609,-1037
1496,1352,17948,-2109,327,-1214
1472,1684,17632,-2115,-66,-1154
1792,1496,17708,-1933,-426,-1105
