3260,-996,17380,371,1215,126
3112,-560,16972,108,1483,7
2428,-612,17324,79,1199,153
2888,-620,17156,198,1076,262
3108,-948,16120,-117,751,293
3436,-980,16304,-700,404,81
2724,-908,16832,-1007,58,-1
2888,-756,17772,-1075,189,65
2628,-960,17532,-813,297,39
2800,-968,16692,-963,31,85
2548,-996,16928,-1285,227,189
2660,-1104,18044,-1129,509,281
2296,-1396,18028,-604,563,330
2756,-1444,17012,-515,483,387
2992,-1660,16668,-689,184,243
2676,-1556,16948,-900,-199,92
3028,-1328,17188,-755,-218,78
2652,-764,16328,-637,-126,128
3068,-552,16208,-755,141,291
3404,-564,16200,-859,462,271
2712,-496,16568,-926,769,355
3172,-448,16400,-914,855,459
2784,-448,16204,-1104,693,441
3004,-668,16060,-1414,336,616
3172,-1016,16420,-1717,289,620
3476,-1076,16988,-1746,688,600
3332,-1588,16736,-1744,935,573
3832,-1768,16640,-1894,847,538
3280,-1768,16976,-1830,782,517
3116,-1808,16940,-1869,665,673
3480,-2460,16940,-1929,432,662
3340,-2464,17056,-2156,63,440
3456,-2352,17392,-2217,104,519
3596,-2684,17368,-2255,256,233
3412,-2056,16924,-2313,648,47
3268,-2144,16012,-2305,806,347
3600,-2008,16304,-2442,918,345
3380,-2752,17192,-2239,1816,531
3316,-2596,16964,-2002,2142,457
2756,-2580,17504,-1975,1757,375
2420,-2552,17424,-1976,1778,207
2380,-2548,17972,-1807,1678,383
2772,-2076,17456,-1480,1209,180
2356,-2040,16220,-1827,813,234
2788,-1908,16232,-1975,335,138
3096,-2168,15980,-2142,665,297
3184,-2124,16104,-2055,803,380
2876,-2244,15564,-2274,798,557
2888,-2308,15944,-2428,798,935
3552,-2208,16168,-2486,708,867
4080,-2692,16700,-2940,1500,430
3724,-2532,17404,-3047,1841,-146
2828,-2804,16908,-3013,1863,-508
2472,-2380,17412,-3070,1698,-470
2888,-2632,17976,-3116,1467,-498
2288,-2592,17732,-3182,1600,-571
2784,-2508,18300,-3184,1473,-550
2596,-2660,18356,-2977,1381,-601
1932,-2796,19472,-2523,1296,-327
2300,-2888,19172,-2171,937,-241
2472,-3332,19268,-2120,621,-324
2648,-3060,19432,-1929,207,-543
2440,-2996,18572,-2042,-49,-512
3968,-3160,18460,-2409,22,-892
3424,-3032,18568,-2583,70,-1305
3232,-2752,19016,-2327,527,-1266
3760,-3296,18028,-1918,1054,-1249
3996,-3268,17464,-2055,1566,-1453
2960,-3312,18188,-2146,1497,-1489
3288,-3296,18548,-2077,1496,-1540
3024,-3308,18324,-2072,1281,-1852
3052,-3300,18704,-1901,1511,-1856
2596,-3440,18684,-1245,2125,-1527
3344,-3248,17252,-1119,2297,-1553
2976,-3544,16676,-1746,1751,-1678
2604,-3676,17684,-2231,1224,-1763
2568,-3796,18720,-2111,986,-1847
2592,-3940,18440,-1866,952,-1813
2532,-3944,18088,-2112,735,-1974
2576,-4212,19072,-2064,734,-2009
2332,-4240,19496,-1460,986,-2015
2464,-4208,18648,-1119,1103,-2074
2472,-4296,18016,-1267,1296,-2146
1984,-4420,18956,-1419,1385,-2249
2168,-4396,19868,-995,1520,-2161
2564,-4252,18796,-678,1204,-2587
2548,-4052,17656,-1033,720,-2951
2576,-3756,17940,-1162,443,-3091
2488,-3572,17336,-994,468,-3022
2436,-3448,16680,-995,561,-2752
2516,-3632,17008,-1005,531,-2509
2488,-3756,17492,-994,1061,-2338
2224,-3924,18208,-794,1176,-2339
2648,-3968,17512,-817,981,-2545
2108,-4084,17812,-935,804,-2572
2528,-4140,18552,-767,1257,-2691
2388,-4060,18600,-542,1960,-2880
2380,-4096,18024,-393,2043,-3046
2332,-4140,17440,-575,2293,-3039
2744,-4048,17692,-462,2142,-3181
2268,-4260,17052,-451,2048,-2981
2516,-4492,17268,-449,1530,-2973
2528,-4564,16888,-347,1203,-2752
2792,-4672,16840,-537,708,-2809
2844,-4672,18016,-482,445,-2967
2656,-4540,17808,-149,513,-3105
2672,-3980,17124,-273,448,-3349
2236,-3732,17452,-514,639,-3489
2020,-3900,18440,-213,954,-3433
2096,-3428,18076,42,1578,-3327
1932,-3548,17316,-5,2239,-3473
1688,-3780,17284,-189,2391,-3371
1648,-4040,17692,-126,2558,-3215
2004,-4020,18008,-17,2062,-3477
1220,-4012,17700,8,1541,-3586
1300,-3840,17048,-233,550,-3606
1040,-3788,16916,-469,145,-3364
1504,-3628,16908,-977,-177,-3563
1284,-3776,17592,-1035,-122,-3369
1800,-3504,17548,-1058,117,-3570
1936,-3152,17532,-997,642,-3452
1300,-3672,17540,-834,841,-3283
2124,-3644,18284,-452,1657,-3024
1380,-3676,18944,230,2863,-2699
1592,-3988,18048,594,3023,-2447
1748,-4292,18188,596,2823,-2340
1352,-4648,18540,569,2234,-2316
1452,-4896,18896,523,1503,-2303
1608,-5064,19060,416,1037,-2569
972,-5200,19764,332,583,-2737
1288,-5400,20108,462,207,-2894
1416,-5216,19612,780,59,-3068
1764,-4856,19020,859,261,-3287
1752,-4712,18888,964,684,-3355
2164,-4716,18616,1201,996,-3412
996,-3992,18788,1481,1623,-3362
828,-3484,18668,1931,1959,-2888
804,-3424,18660,2248,2282,-2620
1064,-3644,18884,2266,2958,-2787
1012,-3752,19296,2510,3452,-3012
644,-3544,18632,2498,3119,-3412
248,-3152,18440,2445,2719,-3498
-912,-2792,17848,2601,1710,-3290
-708,-2960,17068,2365,624,-2749
164,-2664,17616,2315,634,-2137
0,-2932,17352,2205,146,-1841
268,-2892,17752,2178,-46,-1528
1000,-3204,17868,2137,642,-1467
788,-3012,18184,2298,1040,-1447
848,-2872,18248,2261,729,-1545
