-4636,1864,16476,-609,-596,-402
-4652,1836,16844,-589,-872,-492
-4616,2080,16548,-449,-661,-572
-4764,2116,16188,-414,-266,-476
-4496,2108,15636,-635,-469,-434
-4472,2156,15520,-851,-544,-372
-4248,2040,15692,-944,-135,-284
-3716,1868,15800,-939,170,-359
-3612,1752,15524,-1039,65,-608
-3820,1628,15556,-1211,-269,-798
-3540,1548,15328,-1383,-903,-1046
-3920,1540,14644,-1585,-1742,-1129
-3320,1540,15580,-2054,-1800,-1093
-3516,1316,16232,-1629,-420,-1069
-2996,1168,15600,-1399,-557,-1144
-2636,1160,14952,-1564,-571,-1473
-2548,1396,14588,-1860,-1377,-2005
-2980,1516,14132,-2551,-3194,-1916
-2060,1464,15924,-2897,-2495,-1791
-2208,1540,16424,-2440,-1005,-2179
-2240,1564,17048,-2298,-678,-2524
-3304,1588,16328,-2012,-1061,-2706
-3796,1660,16612,-1980,259,-2743
-4312,1600,16304,-1870,-147,-2898
-4864,1416,16048,-2166,-310,-2873
-4864,1396,15600,-2546,-2326,-2888
-4128,1140,17088,-2922,-2338,-2769
-3600,1140,17936,-2583,-1819,-2903
-3296,812,17284,-2407,-2294,-2700
-2184,552,18036,-2344,-930,-2916
-2216,252,18292,-1978,-937,-3533
-3296,28,17680,-1863,-614,-3744
-4004,-164,17896,-1868,-1324,-3663
-4580,24,18168,-1792,-1347,-3555
-4480,128,17156,-1401,-1182,-3131
-3576,0,17648,-1921,-2547,-3695
-3596,-384,18172,-1822,-2946,-3837
-2932,-48,17736,-1600,-2526,-3924
-2956,92,16984,-1783,-2053,-4082
-3344,120,17284,-1956,-1473,-3885
-3152,264,17604,-1958,-931,-3799
-3012,308,17572,-1690,-368,-3807
-3420,612,17036,-1586,131,-3975
-4296,544,16648,-1714,-206,-4120
-4516,628,16436,-1996,-385,-3868
-4360,452,16740,-2243,-304,-3781
-4096,68,16924,-2318,-632,-3920
-4160,-20,17396,-2364,-940,-3968
-3748,-164,17316,-2134,-976,-4029
-3596,-424,16456,-2109,-1070,-4075
-3424,-796,16816,-2403,-1465,-3994
